ID,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Latitude,Longitude,mobile_money_classification
3525,40,2,1,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,1,5,1,5,1,-1,1,1,-10.84442317,39.69986857,3
35,34,2,2,3,5,2,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,1,3,1,3,5,1,1,4,-6.70099698,39.18850064,3
1994,80,2,3,1,1,2,2,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,2,-1,2,-1,1,-1,4,4,-10.226209800000001,40.22079283,0
6246,53,1,1,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,1,4,-3.23953496,33.44541992,0
8244,48,1,1,3,1,2,1,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,1,6,1,6,4,4,1,4,-3.24988214,33.43952581,3
3558,37,1,1,3,1,2,2,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,1,1,4,4,-7.7114273,35.5101219,1
8995,19,2,4,6,3,2,1,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,1,6,1,3,1,-1,1,1,-6.14043779,35.73498071,3
9404,30,1,4,6,5,2,1,0,0,1,0,0,0,0,0,0,0,0,-1,-1,7,1,3,1,5,3,-1,1,1,-6.81163359,39.22031353,3
3508,27,2,2,1,1,2,1,1,1,0,0,0,0,0,0,1,0,0,3,1,-1,1,3,1,3,1,-1,4,4,-5.96143196,35.97453439,2
6002,51,2,3,3,5,2,1,0,1,0,1,0,0,0,1,0,0,0,-1,1,-1,2,-1,1,5,1,-1,1,4,-6.66162585,37.13619037,1
8370,51,2,3,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,1,4,-6.43081502,31.0133778,0
1484,28,1,4,6,5,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,1,3,1,2,1,-1,1,1,-3.68110921,30.58988703,3
4840,21,1,1,3,5,2,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,1,-1,4,4,-9.2398938,33.338969,0
3311,20,2,1,3,4,2,2,0,1,0,0,0,0,0,0,1,0,0,-1,6,-1,2,-1,2,-1,1,-1,1,4,-8.88242015,32.79934419,0
8419,39,2,1,3,3,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,1,5,5,-1,1,4,-8.77457001,31.9375632,3
2015,22,1,4,3,1,2,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,1,-1,1,4,-4.98352429,39.08415042,0
7130,66,2,1,1,2,2,1,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,2,-1,1,4,1,-1,4,4,-3.10307866,37.59412848,2
1,35,1,4,7,5,2,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,1,4,1,3,2,-1,1,1,-6.7854865,39.23882409,3
8323,36,2,1,3,1,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,1,4,-8.26212184,35.30208856,1
4872,39,1,1,2,3,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,1,3,1,6,5,-1,4,4,-2.74714967,31.64402864,3
521,22,2,4,3,3,2,2,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,1,2,4,-1,1,2,-7.72476771,35.71993411,2
9390,25,1,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,3,-1,2,-1,1,6,5,-1,4,4,-2.64801848,35.58481078,3
7030,68,2,1,1,3,2,1,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,4,4,-4.35179691,34.43500094,1
915,19,1,4,3,3,2,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,1,-1,1,4,-5.07269918,38.45452481,3
5900,27,2,2,3,4,1,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,1,3,1,-1,1,4,-11.09856442,39.30743981,3
5393,16,1,4,2,5,2,2,0,1,0,0,0,0,0,0,1,0,0,-1,1,-1,2,-1,2,-1,1,-1,1,1,-4.61113203,29.78439333,1
9056,20,1,4,2,3,2,2,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,4,4,-5.01689839,32.81027234,0
6157,25,1,1,3,5,1,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,1,4,2,-1,5,-1,1,4,-5.24929526,32.34454248,2
6638,20,2,1,3,2,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,3,-1,1,4,2,-1,1,-1,1,2,-3.27611978,37.10946408,2
5559,41,2,1,1,5,1,1,0,1,0,1,0,0,0,0,0,0,0,-1,5,-1,2,-1,1,6,5,-1,4,4,-5.61891581,32.74554588,3
3552,44,2,2,3,1,2,1,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,1,2,1,-1,1,1,-3.36446515,33.54147587,3
4934,60,2,3,1,4,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,4,4,-4.64239636,38.32172276,0
9373,65,2,3,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,4,4,-2.83087421,30.53137173,1
6004,55,1,1,3,1,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,1,4,-4.07162513,35.26445663,1
6733,27,1,1,3,3,2,1,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,1,4,5,-1,1,4,-3.34226538,35.7873348,3
4867,43,1,1,6,1,2,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,1,4,1,-1,1,1,-1.32205241,31.81802495,3
8925,29,2,1,6,4,1,2,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,1,1,1,1,-6.92325914,39.25714172,1
3053,46,2,1,5,3,2,1,0,0,1,0,0,0,0,0,0,0,0,-1,-1,5,2,-1,2,-1,1,-1,1,2,-6.17312596,39.21257725,1
4101,35,1,1,1,1,2,2,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,1,5,1,-1,4,4,-10.377943199999999,39.84217591,3
4426,20,2,1,3,3,2,1,0,0,0,1,0,0,0,0,1,0,0,-1,-1,-1,2,-1,2,-1,1,-1,4,4,-10.86099457,39.2799706,1
3720,31,1,1,3,1,2,2,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,1,-1,1,2,-4.76678279,34.5922726,0
3452,23,2,1,3,3,2,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,4,-1,1,4,-8.57180633,33.45541144,3
5948,17,1,4,5,3,2,2,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,2,-1,1,3,5,-1,1,1,-5.07275809,32.09730145,2
9215,50,1,1,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,1,3,1,3,5,5,1,5,-6.92358266,39.25703231,3
6285,33,2,1,3,2,2,1,0,1,0,0,0,0,0,0,1,0,0,-1,1,-1,2,-1,1,6,5,4,1,5,-3.33844379,36.82905817,3
1232,40,2,1,3,4,2,1,1,0,0,1,0,0,0,0,0,0,0,2,-1,-1,2,-1,1,2,1,-1,2,4,-7.97723973,31.62922964,3
5077,44,1,2,2,4,2,2,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,4,4,-10.41647749,38.80635527,1
9406,55,1,1,2,3,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,1,5,1,-1,2,4,-7.14002923,39.06322105,3
832,32,1,4,3,5,1,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,4,4,1,4,-2.87721511,32.23144185,3
1795,60,1,1,3,3,2,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,1,-1,1,3,-1.80574017,33.39938072,2
7217,38,2,1,3,1,2,2,1,1,0,0,0,0,0,0,0,0,0,5,1,-1,1,3,2,-1,1,-1,1,1,-9.5918879,34.87659732,3
8484,50,2,1,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,3,-1,2,-1,2,-1,1,-1,4,4,-4.07889144,37.13684101,0
8844,45,2,1,3,5,2,2,0,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,2,-1,2,-1,1,-1,1,4,-4.80129305,32.4305851,0
7481,41,2,2,3,1,2,2,0,0,1,0,0,0,0,1,0,0,0,-1,-1,1,2,-1,1,6,5,-1,1,4,-8.84919183,32.27988113,3
8963,32,2,2,3,4,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,7,-1,2,-1,1,4,1,-1,1,4,-11.13224936,38.60430668,3
4660,23,1,4,3,5,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,3,-1,2,-1,2,-1,1,-1,1,4,-2.06047855,35.47690956,0
6643,16,2,4,1,3,2,2,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,4,4,-3.87123362,35.65128659,1
9379,22,2,1,3,5,2,2,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,2,-1,2,-1,1,-1,1,4,-6.8165497,39.08610262,1
8093,82,1,1,3,1,1,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,1,4,-4.8492120000000005,29.74211669,0
5746,55,1,1,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,1,4,-11.0964683,39.30595268,3
1014,49,1,1,7,4,2,1,1,1,0,0,0,0,0,0,0,0,0,2,1,-1,1,2,1,3,3,4,1,1,-6.77288923,37.75463432,3
5171,18,2,4,6,5,2,1,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,1,5,1,2,4,-1,1,1,-1.32426511,31.79128991,2
3586,26,2,1,6,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,3,1,1,4,-1,1,1,-9.235099400000001,33.60904962,3
2918,30,1,1,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,1,1,-4.77402823,34.91748926,1
3059,31,1,4,6,3,2,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,1,4,2,-1,5,1,1,1,-6.17430709,39.212549100000004,3
232,29,1,1,6,5,2,1,1,0,0,0,0,0,0,0,0,0,0,2,-1,-1,1,4,1,5,4,4,1,1,-6.79860301,39.16721521,3
9386,26,1,4,6,5,2,1,1,0,0,0,0,0,0,0,0,0,0,2,-1,-1,1,3,1,3,4,4,1,1,-6.82306714,39.31010674,3
4150,73,2,3,2,1,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,4,4,-4.23319835,34.60941946,0
4597,74,1,3,1,3,2,2,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,1,-1,4,4,-3.4369212,37.29797038,1
5313,42,2,1,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,1,4,1,3,1,-1,1,1,-3.87192073,32.76418754,3
6162,32,2,1,3,3,2,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,1,-1,1,4,-2.84998311,32.89019679,3
6765,22,2,1,3,5,2,2,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,2,-1,2,-1,1,-1,3,4,-1.86108513,34.7529323,0
8285,87,2,3,1,1,2,2,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,2,-1,2,-1,1,-1,4,4,-1.77060111,34.05891595,0
4415,35,2,1,6,3,2,2,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,2,-1,2,-1,1,-1,1,1,-5.24612827,39.78122786,0
7855,55,1,1,7,5,1,1,1,0,0,0,0,0,0,0,0,0,0,1,-1,-1,2,-1,2,-1,1,5,1,1,-2.74709418,33.23101423,1
8194,28,1,1,2,1,1,2,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,1,4,1,-1,1,4,-5.05358241,35.8648059,3
2897,20,2,1,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,1,4,-10.68663251,39.59156717,0
6819,40,2,1,3,3,2,2,0,1,0,0,0,0,0,0,1,0,0,-1,3,-1,2,-1,2,-1,1,-1,1,4,-4.02358253,34.50168955,0
1055,30,2,4,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,6,-1,2,-1,1,3,1,-1,1,4,-4.87615131,34.63017409,3
5241,35,2,1,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,1,5,1,4,1,-1,1,4,-4.40879716,34.75675912,3
2810,23,2,3,2,1,2,2,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,4,4,-6.92689047,37.77160806,0
6422,50,2,2,2,1,2,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,1,2,4,-1,1,4,-2.55820265,36.78155498,3
4637,17,2,4,3,5,2,2,1,0,0,0,0,0,0,0,0,0,0,6,-1,-1,1,2,2,-1,5,-1,1,1,-3.82909877,32.60512564,2
7179,60,2,3,6,1,2,1,0,0,0,0,0,0,1,0,1,0,0,-1,-1,-1,2,-1,2,-1,1,1,1,5,-5.05471446,39.72739885,1
1411,34,2,1,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,1,4,-10.69119551,39.79964971,1
5858,32,1,1,3,1,2,2,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,1,4,-1.46456962,31.73783363,3
3666,58,1,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,1,6,2,-1,5,-1,5,5,-3.15768859,32.37374073,3
2416,31,1,1,3,1,2,1,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,1,6,1,4,5,-1,1,4,-4.44411923,34.87449077,3
8807,71,2,3,1,1,2,2,0,1,0,1,0,0,0,1,1,0,0,-1,3,-1,2,-1,2,-1,1,-1,4,4,-2.82019898,33.37472079,1
188,25,2,4,6,3,2,1,1,1,0,0,0,0,0,0,0,0,0,2,6,-1,1,3,1,3,1,-1,1,4,-6.88808444,39.16097337,3
2562,29,1,1,5,1,2,1,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,1,1,-10.60741776,39.62222774,1
1078,30,1,1,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,-1,6,-1,2,-1,2,-1,3,-1,1,1,-5.23837129,39.77729859,3
5713,21,2,1,3,3,2,2,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,2,-1,2,-1,1,-1,4,4,-1.38857945,34.61655371,1
8756,68,2,3,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,4,4,-3.53595709,32.41698614,0
6543,48,2,3,3,1,2,1,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,1,6,5,-1,1,4,-7.11428247,31.22826582,3
7781,43,2,1,1,3,2,2,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,4,4,-7.45306085,31.386528499999997,1
2703,31,2,1,1,3,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,4,4,-7.67917306,31.55862012,0
1064,20,2,1,6,5,2,1,1,0,0,0,0,0,0,0,1,0,0,6,-1,-1,1,3,1,3,5,-1,1,1,-6.19865052,39.25640365,3
3396,60,1,2,3,2,1,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,1,-1,1,4,-6.37641256,38.35184637,2
4245,47,1,1,3,5,1,2,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,1,-1,1,4,-3.21550764,36.86083374,0
162,31,1,1,3,5,1,1,1,0,0,0,0,0,0,0,0,0,0,2,-1,-1,1,3,1,5,3,4,1,1,-6.81551989,39.27301875,3
5693,68,2,1,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,1,3,1,-1,4,4,-6.52524214,37.21623382,2
2938,27,2,4,6,4,2,1,1,0,0,0,0,0,0,0,1,0,0,2,-1,-1,1,6,1,2,3,4,1,1,-6.18495841,39.20786426,3
3633,30,2,1,3,1,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,1,4,-7.52993826,36.44172185,1
3230,22,1,4,3,5,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,4,4,-3.55837605,33.89252999,0
1188,38,2,1,3,2,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,7,-1,2,-1,2,-1,1,-1,1,4,-3.83053907,30.63430509,3
7143,18,1,4,5,3,2,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,5,-1,1,2,-6.32405562,39.54785502,2
7895,88,2,3,1,1,2,2,0,1,0,0,0,0,0,0,1,0,0,-1,1,-1,2,-1,1,4,1,-1,4,4,-9.36935898,34.23856683,3
2345,34,2,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,4,4,-10.81662579,39.52980334,1
2447,28,1,1,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,3,-1,2,4,-1.8775881,33.70024058,3
988,27,2,1,3,2,2,2,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,1,4,-4.61355449,34.94933243,0
3067,28,1,4,5,5,1,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,1,3,2,-1,4,-1,1,4,-5.35049195,39.70170618,3
2080,32,2,4,3,5,2,1,0,1,0,1,0,0,0,0,1,0,0,-1,6,-1,1,3,1,3,3,-1,1,2,-4.70003487,38.11983504,3
8674,60,2,1,2,3,1,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,1,4,1,-1,4,4,-2.49642382,33.54902067,3
2555,33,1,1,6,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,4,1,3,2,-1,1,1,-6.74389415,38.93119476,3
5406,22,2,1,5,1,1,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,1,2,2,-1,1,4,-11.02794119,39.25463853,3
8129,25,2,1,6,5,2,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,1,2,1,2,4,4,1,1,-5.02251547,32.81919433,3
7692,40,1,1,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,-1,7,-1,1,5,2,-1,5,-1,1,4,-7.42661349,31.37076455,3
7169,41,1,1,3,4,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,1,6,1,3,1,-1,1,4,-7.76924156,36.915443700000004,3
4875,56,2,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,4,4,-4.84393896,29.97198786,1
4309,40,1,1,3,3,2,2,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,1,3,2,-1,1,-1,1,4,-5.01935723,38.70770883,3
8440,22,1,4,3,5,2,2,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,1,4,-2.01625,33.880508899999995,0
5775,23,2,1,6,5,2,1,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,2,-1,2,-1,1,-1,1,1,-3.3891746,36.7600101,3
7535,35,1,1,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,1,5,2,-1,1,-1,1,4,-6.20668558,34.83609918,3
5705,57,1,1,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,1,4,-9.19894602,33.10131889,1
6924,28,2,1,3,5,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,4,-1,2,-1,2,-1,1,-1,1,4,-1.94153232,32.85583495,0
9222,37,2,1,5,1,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,2,-1,1,3,2,-1,1,1,1,1,-3.30412812,37.51191297,3
4255,33,2,1,3,1,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,1,4,1,-1,1,4,-9.05617147,34.64600463,0
9108,20,2,4,5,3,2,2,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,2,-1,1,3,1,-1,1,1,-2.05042436,35.44660717,0
3709,18,1,4,5,5,2,1,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,2,-1,1,6,4,-1,1,4,-5.18260016,38.789581,2
7541,40,2,1,6,1,2,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,1,-1,1,1,-6.41892241,39.54607006,0
6994,32,2,1,3,2,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,1,3,1,-1,1,1,-10.4938939,39.3195757,3
5137,56,1,2,3,3,1,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,1,4,-3.15257786,33.66195214,1
8506,39,1,1,2,1,2,1,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,1,4,-4.88724787,29.6395777,2
7660,24,2,1,3,5,2,2,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,1,4,-3.20096297,34.42226654,0
5691,38,1,4,1,1,2,2,0,1,0,1,0,0,0,1,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,4,4,-10.25076517,38.69493370000001,1
6128,25,1,1,3,1,2,1,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,5,-1,1,4,-6.4841693,31.11612278,3
3298,63,1,2,3,1,2,1,0,1,0,0,0,0,0,0,1,0,0,-1,1,-1,2,-1,1,5,1,-1,1,2,-9.15337105,33.48439139,0
3718,27,1,4,1,4,2,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,1,3,2,-1,1,-1,4,4,-4.79473903,38.29198313,2
7386,40,1,4,2,3,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,4,4,-2.93696752,33.37154478,1
1398,28,1,1,3,3,2,2,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,1,4,-2.84841575,30.53428781,1
5347,35,1,1,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,4,-1,1,4,1,3,5,-1,1,4,-1.08950612,31.80645211,3
2805,70,1,1,3,1,2,1,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,2,-1,2,-1,1,-1,1,4,-1.8469395,31.53526371,0
3759,75,2,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,4,4,-10.90052889,39.63926965,0
1718,37,2,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,-1,2,-1,1,3,1,3,1,3,4,4,-9.32521233,34.76289761,3
7639,40,2,1,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,4,4,-10.711388900000001,39.44510015,2
5836,70,1,1,1,1,2,2,0,1,0,0,0,0,0,1,1,0,0,-1,1,-1,2,-1,1,3,1,-1,4,4,-11.01474998,39.44330245,1
5617,42,1,1,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,5,-1,1,4,2,-1,5,4,1,4,-3.43137667,31.514729100000004,3
1740,67,1,1,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,1,3,1,-1,1,2,-3.35663944,37.46479603,2
6386,31,1,1,2,3,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,4,2,-8.60043152,31.285937800000003,1
5396,52,1,1,5,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,-1,-1,2,-1,2,-1,1,1,1,1,-5.07304077,39.75489833,1
909,29,2,1,3,5,2,1,0,1,1,0,0,0,0,0,0,0,0,-1,1,7,1,3,1,4,1,-1,1,3,-4.31055835,35.74179381,2
5721,58,1,1,5,3,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,5,-1,1,1,1,3,4,-1,1,1,-8.29443868,31.51347547,3
8855,80,1,1,1,3,2,2,0,1,0,0,0,0,0,1,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,4,4,-4.78062406,32.45155077,0
3536,69,1,3,8,1,2,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,1,1,1,-1,1,1,-1.74939352,31.6154376,2
4281,76,1,1,3,1,1,2,0,1,0,1,0,0,0,0,1,0,0,-1,1,-1,2,-1,2,-1,1,-1,1,1,-3.2096264,37.31099488,1
2226,47,2,3,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,5,-1,2,-1,2,-1,1,-1,4,4,-4.14682603,32.88942197,1
3553,20,1,4,2,3,2,1,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,1,-1,1,4,-4.20140816,30.49005023,3
7313,48,1,4,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,1,4,-5.9352443,37.27330309,0
5643,21,1,1,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,2,4,-5.67641891,38.415529799999995,1
3271,30,2,4,3,1,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,1,-1,4,4,-2.7072203,32.72425896,1
9358,18,1,4,6,3,2,1,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,1,4,1,3,1,-1,1,4,-6.80891661,39.10798225,3
7288,47,1,1,3,5,2,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,1,2,2,-1,5,-1,1,4,-2.3166903999999997,32.68380612,2
2848,28,1,1,2,1,2,2,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,1,6,5,-1,4,4,-8.35539143,31.83586901,3
4628,43,2,1,3,1,2,1,0,1,0,0,0,0,0,0,1,0,0,-1,1,-1,1,5,1,3,1,-1,1,4,-1.3933031999999999,34.40193759,3
4540,60,2,1,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,1,3,1,-1,4,4,-10.79531447,39.42261938,1
670,59,1,1,7,3,1,1,0,0,0,0,1,0,1,0,0,0,0,-1,-1,-1,1,4,1,5,1,4,1,1,-4.83230477,34.74974247,3
6736,18,2,4,5,1,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,1,4,1,-1,1,1,-1.56759663,30.88430404,3
7737,59,1,1,2,1,2,1,0,1,0,1,1,0,0,0,1,0,0,-1,2,-1,2,-1,1,3,1,-1,1,1,-2.0266557,33.01778836,3
8286,19,2,1,3,5,2,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,1,3,5,-1,1,1,-1.77071574,34.060896,2
3855,68,2,3,2,3,2,1,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,2,-1,1,3,1,1,1,1,-5.24612317,39.78151898,0
